author,text,likeCount,publishedAt,Sentiments
@LanaKenz13,"GUYS! When you pause it, the little thing that shows you how far you’ve watched, it is a little karma door!",148,2025-10-06T07:07:19Z,negative
@shahbodshirdely9783,"honestly, best taylor swift music video everrrr😭😭😭🥹😍",324,2025-10-06T03:39:30Z,positive
@joywitpeace,"This might become one of my all time favorite Taylor‘s music videos. The mix of upbeat rhythm with such deep sorrow and melancholy is just... overwhelming — it moved me to tears.
It’s so cinematic, beautiful, and symbolic — feels like watching a full-on musical film. This music video truly deserves every bit of praise it gets. 🎬💔✨",122,2025-10-05T23:17:35Z,positive
@IsabelleLauraoffical,105M VIEWS GUYS WE DID IT! ✨✨,3,2025-11-08T06:51:28Z,neutral
@felixarturo2011,"I’m not  swifty  ,but I need to admit she’s incredible talented artist and this song is a master piece like many others",171,2025-10-06T21:57:55Z,positive
@Popickdra,"13 million views in 24 hours, it wouldn’t be a Taylor Swift song without the number 13 appearing",1076,2025-10-06T22:57:42Z,neutral
@harperreeves1,3:10 this fit omg gorg,76,2025-10-06T06:34:10Z,positive
@favourorji,"HR: how has work been this week?
Me: Submits the Bandaids MV 😅",2,2025-11-07T08:55:05Z,neutral
@Caylee,We need this video in 4k!! 1080p doesn't do it justice 😭,85,2025-10-06T19:57:20Z,neutral
@samanthaford5114,Loving the reference to her grandmother in naming the showgirl Kitty Finlay ❤,150,2025-10-06T23:09:53Z,positive
@zaynified-r8y,This song is amazing love you Taylor Swift,2,2025-11-08T18:07:57Z,positive
@RedbitRedbitGoldx,The scenes??? The actors??? The costumes??? The visual??? The song??? The music video??? The colors??? The choreography??? The clothes??? The voice??? Taylor Swift??? The story??? EVERYTHING IS PERFECT TAYLOR SWIFT NEVER DISAPPOINTS.,953,2025-10-06T16:01:03Z,positive
@glendapatterson13,"3:51 I love the music video and this song. Also, this is the bathtub she was in, and her bejeweled outfit and jewelry items for when she did the photo album cover of the life of a showgirl! 🩵",363,2025-10-05T23:28:25Z,positive
@MiguelHernandez-eb6dl,What a thrill to hire his dancers from the eras tour❤️❤️❤️🫶🏻,4,2025-11-08T00:49:18Z,neutral
@RedbitRedbitGoldx,It's a real work of art! This MV ❤.0:12,2566,2025-10-03T21:41:57Z,positive
@RedbitRedbitGoldx,Every time someone likes this comment i check it again!,46135,2025-10-04T02:32:59Z,neutral
@a.random.kittyy,Someone listening today?,4,2025-11-08T15:58:03Z,neutral
@ElizabethOmagbemi-u5l,"One thing about her is that she knows how to evolve she keeps changing, giving us something new. Love the colour the costume the imagery",132,2025-10-07T07:14:23Z,positive
@Shan-jb6ph,this is one of my favorite music videos by her… i love the references to the real Ophelia,126,2025-10-06T02:04:59Z,positive
@artakat8099,I love how she used her Eras team!! The dancers!! They are incredible!,68,2025-10-11T02:55:24Z,positive
@veronicaisi6151,"All the Grammys, VMAs, and every other award belong to her for this masterpiece. 🏆💖❤",1,2025-11-07T09:48:35Z,negative
@LusineKalashyan,Her best mv yet😭😭😭 I just LOVE this woman ❤️,94,2025-10-06T07:38:36Z,positive
@sandrarehle1221,"It was sooooo extraordiniary watching it for the first and second time on the big screen in the cinema and I thought: 'How can I ever see it on a little screen?' Love it so much! 
😍🤩",212,2025-10-06T10:49:43Z,positive
@fluffykijgs1233,"Who's here before 100 million??

EDIT: YOUTUBE PLEASE MAKE THIS COMMENT TRENDING AGAIN SINCE THIS MASTERPIECE IS ABOUT TO HIT 100 MILLION! LET'S MAKE THIS HAPPEN RIGHT NOW! SWIFTIES FOREVER!",2756,2025-10-21T18:28:52Z,positive
@gods_angel.__x,One of her best albums ❤,2,2025-11-07T09:38:23Z,positive
@prudencekrasofski2207,I love how she used her dancers and Mandy Moore is an amazing choreograper!!!,61,2025-10-06T01:37:33Z,positive
@vibegoat-w5y,"This girl has never taken a break from music, she's been releasing every couple of months since she started",352,2025-10-21T14:45:36Z,neutral
@Eden-o3i,i absolutely love how all her albums covers are the scenes that make up this song it’s sooo creative 🩷🩷🩷🩷🩷,63,2025-10-06T00:42:01Z,positive
@GenremixStudio-ai,The single-take filming and editing techniques are absolutely incredible. Taylor really is something.,0,2025-11-07T08:50:56Z,positive
@jc2685,"This song is one of the catchiest songs Taylor has ever made.
Then, she came out with one of the most amzing music videos ever made. I'm not even a huge Swifty fan",319,2025-11-03T22:17:36Z,positive
@kiddgoldson,"I have to admit, I'm not a big Taylor Swift fan, This woman is a legend. She deserves her flowers right now!!!!",318,2025-10-16T14:03:25Z,positive
@deadpool6072,THIS IS ONE OF HER BEST MVs!,87,2025-10-06T04:48:25Z,positive
@QuizMinerr,I'm sure that in 5 years it will reach 1 billion views.🎉,2,2025-11-07T07:48:14Z,positive
@narunde,whos here before 100 million?,3319,2025-10-10T19:40:56Z,neutral
@eviehemingway7892,absolutely obsessed with this!!! the musical aspect is everything,129,2025-10-06T14:48:57Z,negative
@andy07.r,GREATEST BIRTHDAY GIFT FOR TRAVIS!!,400,2025-10-05T22:22:10Z,positive
@shellyortiz1977,She's a genius her voice the lyrics......great music,2,2025-11-08T06:23:38Z,neutral
@Craolaaaa,"The fate of Ophelia is a career highlight for her. The melodies, the sound, the chorus, the music video, literally a masterpiece! Thank you Taylor for giving me another song to be obsessed with for the next decade 😂",422,2025-10-06T03:48:28Z,neutral
@LeonardoLima-r9q,This era of taylor is very wonderful.,69,2025-10-12T02:32:49Z,positive
@sushicat313,I’ve never rewatched a music video as much as I’ve rewatched this one,247,2025-10-06T17:41:03Z,positive
@gods_angel.__x,Let's make this video a global top music video ❤,2,2025-11-07T09:39:17Z,positive
@jashley777,"Taylor explained how her music was so top secret at the time of filming this video that no one was actually dancing to music. Mandy Moore the choreographer, used a specific count per move to stay inside the beat of the song!Amazing!! This video is a masterpiece. ❤🎉",253,2025-10-29T18:06:55Z,positive
@Billie-f9w,"It's like a ""see you"" vibe. I thought it would be like ""I hate being here"" or ""cardigan,"" but this is even better.",77,2025-10-06T00:52:16Z,negative
@Laura-mi3nv,"Taylor Swift, today a man of the Silent Generation became a fan of you because I sent him this.  You hit all his buttons with the old school showgirl stuff.  He's 81 and was born in 44, but has always had a thing for the classic 30's movies and, of course, James Bond.  Why haven't you been a Bond girl yet?  Silent Generation fans, that's a beautiful accomplishment!",253,2025-10-07T01:13:28Z,positive
@MelienkeWheeler,❤❤❤❤❤❤❤my faf song of the new playlist❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤1,6,2025-11-08T16:22:01Z,positive
@aquariusken1810,I love when a Taylor Swift album comes out and everyone gets the urge to release an official statement on the matter ✨,132,2025-10-04T11:54:43Z,positive
@eiliyahasab110,"Honestly a work of art, GET HER THAT GRAMMY!",258,2025-10-06T15:44:04Z,positive
@isthatpanosg5350,I think its the first time in my life that watch a Taylor video SO many times.,631,2025-10-18T23:07:31Z,positive
@rocklee3527,Who is watching it right now?,8,2025-11-07T19:33:03Z,positive
@leom_13,"Did anyone else notice that at 2:48, the slate says “Kitty Finlay?”

Kitty being a reference to the track The Life of a Showgirl, and Finlay was her grandma’s last name (Marjorie)",126,2025-10-06T05:07:15Z,neutral
@SRShelf,"How dare Taylor Swift release this mv in a cinema, NOW I have to include this to the list of things I'm envious about swifties.",84,2025-10-06T02:25:05Z,neutral
@garimachaudhary7041,"The hair is just perfection, the wigs are perfection",131,2025-10-06T09:23:56Z,neutral
@josephsmith7022,For all the hits this might be her best work like her or not she’s the greatest current entertainer ❤,2,2025-11-08T14:31:14Z,positive
@rileyyoung3459,Here I am. Playing this song an unhealthy amount of times just so it can be included in my annual spotify wrap up 😭😭😭,141,2025-10-06T02:38:29Z,negative
@gwenisaweirdo,"like the eras tour, this video transitions between different aesthetics rapidly. and in the end, she's alone in a bathtub (like after each show). this album really is just the diary of a popstar and this music video reflects that!",57,2025-10-06T06:38:17Z,positive
@Anjojo-f7f,"The transitions, the mood of the setup, the costumes are just ... flawless🤩",61,2025-10-06T22:39:08Z,neutral
@Lobster0977,Summer time sadness x Paparazzi,1,2025-11-08T16:15:21Z,neutral
@thelifeofashowgirll,Who’s here again after watching it for the 100th time? 😭 I’m so obsessed I can’t stop 🫶✨,217,2025-10-06T17:06:14Z,negative
@deborahbosman3648,"Imagine releasing a video and 17 hours later  10 million people have watched it, this level of fame is insane",341,2025-10-06T16:29:38Z,negative
@TheMichelleCos,"Can we all take a moment to say how BEAUTIFUL she looks in every character!!!??? 

Also how MESMORISING TAYLOR  is and how she NAILS HER EYE CONTACT WITH THE CAMERA. ABSOLUTELY CAPTIVATING!!!!!!!!! Can't stop watching ❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥 well done Tay Tay",159,2025-10-11T00:27:56Z,positive
@danielasaavedratiria3247,"Si notaron en la parte donde estan las chicas sincronistas, la mano en el salvavidas (flotador) de la chica que tienen vitiligo, se nota que lo hizo a propósito  como inclusión, otro pone una mano ""perfecta"" sin disonancia de tono. Fabulosa",2,2025-11-07T12:20:50Z,neutral
@Thegoalss,50M? in 5days? Taylor swift's fans never lie!👑,383,2025-10-11T13:55:19Z,neutral
@SerenityNow81,I can’t believe she made each scene in just one take. The accuracy and perfection of everyone in it is unbelievable.,99,2025-10-17T15:32:05Z,negative
@PuckychunCTV,"I love how Taylor handles art and the history of women in pop culture, while reinventing her narrative from a place of freedom and female power.",168,2025-10-13T03:58:02Z,positive
@thilankajayamal6439,Definitely this will win Grammy....,2,2025-11-07T08:40:21Z,positive
@atharvashinde2788,"1:49 Taylor, that squeak is everything",116,2025-10-06T00:37:24Z,neutral
@JetpackLiamG,3:24 my favorite part ❤️‍🔥❤️‍🔥❤️‍🔥,83,2025-10-05T23:01:00Z,positive
@carloryva,this video deserves an art gallery ✨,142,2025-10-06T14:15:54Z,neutral
@nathalieraimond1522,"Me, myself, i.... 🧡",2,2025-11-08T18:00:47Z,neutral
@VIVIEWHITE,"I have to admit, I’m not a HUGE fan of Taylor, but damn, DAAAAAMN GIRL. This video was beyond, the song is amazing, now I wanna see if she can do even better with “the life of a showgirl” with Sabrina.",171,2025-10-06T23:27:55Z,positive
@kristamorgan9178,"72 yr old grandma and 5 yr old granddaughter...I think we've become  Swifties! ❤
Love this new song/vid",137,2025-10-07T16:07:15Z,positive
@cristythomas3597,Have anyone talked about how when you pause it there’s an orange door at the button that show your progress😮,356,2025-10-09T23:28:23Z,neutral
@HaansRaj,This whole album is gonna be so Gatsby Coded!! And I'm down for it ❤,1,2025-11-07T11:10:13Z,positive
@dianahernandez4073,I just came from the cinema and I’m dying to rewatch the video😩😩😩😮‍💨,167,2025-10-04T04:48:00Z,neutral
@jason5179,"Popular opinion: ""The Fate of Ophelia"" is the best song of The Life of a Showgirl",118,2025-10-06T01:50:22Z,positive
@cowfucian9725,"""pledge allegiance to your hands, your team, your vibes"" - the fate of Swifties",76,2025-10-06T02:24:19Z,neutral
@vertbeke7977,An album where every song is a banger... No skips... Remarkable...,3,2025-11-07T14:41:02Z,positive
@protap888,"Taylor has done it again… every frame, every note, every emotion hits so deep. This song feels like a story coming alive – absolutely mesmerizing!",97,2025-10-18T16:31:28Z,positive
@FakhsvHskjj,The editing is clear and easy to follow This deserves recognition.,60,2025-10-12T17:26:16Z,positive
@tonharris3374,Written and Directed by Taylor Swift 🤯🤯🤯🤯,171,2025-10-06T02:43:47Z,neutral
@robnyse,"Wow the bathtub scene is genius, an ode to Ophelia drowning, this is 🔥",7,2025-11-06T16:31:27Z,positive
@URLOCALKATSEYEFANN,I’m not a swiftie but I LOVE THIS ITS LITERALLY VIBES 😅,150,2025-10-09T09:01:01Z,positive
@HectorCastro-gg2jf,Almost 100k likes and the video hasn't even dropped 😮 the power of Taylor💯,124,2025-10-05T18:41:36Z,neutral
@vernalearn,"0:24 cameo of Taylor's bread, the real hero of this mv.",162,2025-10-06T03:33:06Z,positive
@jonathangee9274,What a great song and video,3,2025-11-08T01:24:56Z,positive
@Harley-Quint,Her stylist/s and makeup artists know EXACTLY how to present her in the best light.,594,2025-10-30T16:06:19Z,positive
@fru1tas,"Happy 40 Million Views and Counting Taylor Swift's 'The Fate of Ophelia' M/V! 
Congratulations on the most streamed Album this year, Showgirl Taylor! 🧡💚",93,2025-10-10T14:02:16Z,positive
@fru1tas,"Happy 80 Million Views and Counting Taylor Swift's 'The Fate of Ophelia' M/V! 
Congratulations on the most streamed Album this year, Showgirl Taylor! 🧡💚",64,2025-10-25T13:47:48Z,positive
@t-j9u2i,Super Star by far.,2,2025-11-08T02:16:43Z,positive
@Ozzy1322,This music video truly reminds me like the times of 2014 when she put so much effort and released banger of a music videos after another. This is an absolute gem. Literally one of the rarest videos that actually deserved to hit one billion streams on youtube in this decade. Thank you Director Taylor for this bop ❗️❤️,112,2025-10-10T01:38:15Z,positive
@CindyEvens-nh2tm,Holy shit.  Her stylist/s and makeup artists know EXACTLY how to present her in the best light.  Of course she is amazingly beautiful.  And she’s in love.  We all look better in that light!,55,2025-10-16T03:24:18Z,positive
@JM-cu5gy,I love how the last part reminds me so much of the we are never getting back together mv and 3:25 looks so much like her 2013 BMA  22 performance 💣,95,2025-10-06T05:17:20Z,positive
@veronicaisi6151,"All the Grammys, VMAs, and every other award belong to her for this masterpiece. 🏆💖❤️‍🔥",8,2025-11-06T15:40:13Z,negative
@dzci6144,it's been two weeks and i'm still obsessed with this song and mv,731,2025-10-21T02:38:31Z,negative
@LolesPG,This is the best example of why TAYLOR SWIFT is still a FABULOUS artist.,63,2025-10-05T23:33:35Z,positive
@xGetAlive,I hope she makes a music video for all of the songs this time 🫶🏼,63,2025-10-06T04:00:13Z,neutral
@calentaylor2558,I literally cannot let the twins know I fw this kinda pop 😭 🥀,2,2025-11-08T03:17:56Z,neutral
@chrispatow,"2:09 IS MY FAVORITE PART, AMAZING JOB 🛟",163,2025-10-05T23:07:39Z,positive
@zoejony,Damn I have finals and this song is stuck in my head and I can't stop listening to it It's addictive 🤦‍♀️,64,2025-10-07T06:17:47Z,neutral
@Alex_ed1tzzৎ,Music video of the year,63,2025-10-06T22:56:56Z,neutral
@OfficialRiceMuncherr,"Never have i been a fan of Taylor, but damn i cant get this out of my head😭😭",3,2025-11-07T13:54:59Z,neutral
@christiankamsu36,"This music video is so exquisite, to the smallest detail. It's very dynamic, aesthetic and with a warm atmosphere! LOVED IT",71,2025-10-06T13:49:37Z,positive
@jenniferjohnson7279,"This was the first actual ts video I have ever watched, now I understand why she is so great, this was amazing.",75,2025-10-07T13:30:30Z,positive
@phungkhanhlinhofficial,🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡,1209,2025-10-06T02:42:37Z,neutral
@FrancescoRoselli-r6o,100M of views in a month!!,3,2025-11-07T16:52:07Z,neutral
@BoujeeT13,I still can’t get over how she points at her wedding ring for the “ saved my heart from the fate of Ophelia “ 3:21 then catches the football it’s just so spot on of her ❤️‍🔥,132,2025-10-07T04:06:23Z,neutral
@michaelattwell7502,"Pleased to see that more than 400 years later, Shakespeare is still featuring in our popular culture! I’d love to know what he’d have thought about the video…",69,2025-10-07T00:04:26Z,positive
@joeylovestoflex,1:26 Taylor in the black hair reminds me of the mean girl she played in You Belong with me❤❤❤❤❤❤❤,1382,2025-10-06T00:49:20Z,negative
@Saajzchetri,You don't have to be a fan to liking this masterpiece I mean c'mon now admit this that this song is charting all over the world it's insane what a great music love Taylor Swift and har artwork,1,2025-11-07T11:03:29Z,negative
@gretamare2058,"BEST MV EVERR! The album is gorgeous, don’t listen to the hate❤",55,2025-10-06T09:09:24Z,positive
@lovekatseyeakina,"i’m personally not a taylor swift fan, but this might be one of the songs of the year. i can’t help if it’s so catchy! don’t even get me started on the choreo",132,2025-10-13T10:35:34Z,neutral
@missgemmadarling,I can't get this song out of my head. Everything about it is just brilliant,160,2025-10-19T09:39:21Z,positive
@namesgamby,This might be her best song,1,2025-11-07T11:05:08Z,positive
@sii-s1z,Why did i listen to the critics 😂this is my first time listening to songs from her new album and man she actually ate here 😂❤,179,2025-10-07T01:44:12Z,positive
@Crystal.Swiftie.Skiesৎ,100% THE BEST MUSIC VIDEO TAYLOR HAS EVER MADE!!! ❤️‍🔥❤️‍🔥❤️‍🔥,128,2025-10-04T03:07:47Z,positive
@Lundynpwsly,"I'm not usually I big music video person! But this is so incredibly stunning!! The stories telling, the aesthetics, the sets everything 😭🙌",76,2025-10-06T01:56:47Z,positive
@nelvacarabelli3394,Who's listening today to this masterpiece?,5,2025-11-07T18:36:39Z,neutral
@JanhaviMishra,This mv has only been out for 1 day and it's already living rent free in my head. She looks STUNNING in that brown wig!!,61,2025-10-07T08:11:57Z,positive
@computerrefurbishment9748,I am a heavy rock fan but this song is amazing. She has really matured as a performer and singer. Superb. I believe she also wrote and directed the video.,126,2025-10-19T08:56:59Z,positive
@ManiUssery,Love love love how she still has her dancers from the Eras tour with her.,110,2025-10-06T04:22:33Z,positive
@MiftahulJannah-kv1tt,"the concept of MV is magic and awesome, you can watch many time",2,2025-11-08T14:31:47Z,positive
@SuzanneMcCain,The Marilyn look is everything!,60,2025-10-07T16:07:03Z,neutral
@gayatrishetty-z8l,Miss Taylor Allison Swift U Came Back Stronger Than A 90s Trend✨edit: This is the most likes I've gotten on a comment! Ps this is her best mv ever!!!❤,263,2025-10-06T02:52:11Z,positive
@theearchve,Let me know when this M/V reaches 100M Views 🧡💚,70,2025-10-10T14:04:08Z,neutral
@POVdubailife,just heard it today in the radio. LOVE IT!!!! didnt know twas taylor swift,1,2025-11-07T07:12:34Z,positive
@tingkumutum154,Why do i love hearing this song again again...,121,2025-11-02T14:09:04Z,positive
@DreamyVibezMusic,"This sound is so wonderful. The person who is reading this comment, I wish you great success, health, love and happiness!",640,2025-10-15T03:28:50Z,positive
@ElizabethJamal-z5v,"As a lifelong Swiftie, I can't stop replaying every lyric—it's like she reached into my memories and turned them into pure gold",67,2025-10-30T14:19:51Z,positive
@Irllydontcare3,1:13 that part scratches my brain,3,2025-11-07T20:26:30Z,neutral
@_baert,"2:09 love the subtle vitiligo representation!  there are 30 other dancers they could have chosen to hold it, but they didn't!",237,2025-10-08T21:14:19Z,negative
@tara_zadah,"Just when I thought Taylor couldn't top herself, she does it again. The Fate of Ophelia is everything",186,2025-10-23T22:12:27Z,positive
@laryha,"How is it possible, that she gets prettier and prettier everytime?",61,2025-10-06T23:07:40Z,neutral
@FloatingLyrics-h3j,I don’t know about anyone else but I think this is one of the best songs she’s ever done,0,2025-11-07T07:57:27Z,positive
@kchan1987,Older millennial here; perpetually listening to songs of the '80s. Yet this has been ON LOOP for the past 72 hours. A masterpiece!,114,2025-10-24T07:39:17Z,negative
@Sasha-wv3oy,I'm not a Swiftie but I actually like this one! Very beautiful!,288,2025-10-15T16:53:32Z,positive
@book.girlie_13,OMG ITS RELEASING ON TRAVIS’s AND MARJORIE’s BIRTHDAYYYYY 😭😭❤️‍🔥❤️‍🔥,75,2025-10-05T21:32:19Z,neutral
@FionaPiuma,i cant stop listening to it,3,2025-11-07T20:24:45Z,neutral
@lovelybouquet13,MY FAVORITE PART 3:36,291,2025-10-05T23:03:55Z,positive
@Ralsei_plushie,"TAYLOR LET ME SEE IT AGAIN, I ALREADY SAW IT AT THE CINEMA 😭😭🙏🙏🙏",114,2025-10-04T13:01:23Z,neutral
@theminecraftgirlofficial,Goddess 😭 I'm obsessed! I don't get the hate for the new album! A song doesn't have to be lyrically complex to be Taylor Swift. She's happier.. she has a fiancee!!!! AHHHH SHE IS THE MOMENT ❤️‍🔥,105,2025-10-06T04:03:06Z,negative
@blankspac,I wonder what's the next single?,3,2025-11-08T13:41:17Z,negative
@abilenelortz5475,Notice how the open door that she walks through at 3:32 says 87 ? ❤💛,106,2025-10-06T02:20:59Z,neutral
@RedOsabX_YT,"100M views in 1 month, Congratulations Taylor 🎉🎉🎉🎉🎉",135,2025-11-05T15:22:41Z,neutral
@abonee,This music video feels like some premium worthy content,69,2025-10-06T02:35:37Z,positive
@WELOVETAYLORSVERSION13,103M views!! ❤,2,2025-11-07T08:22:10Z,neutral
@ElizabethEwing-g5y,"She's gorgeous as always, song is infectious, melody catches you up and gives groove.",96,2025-10-20T01:50:13Z,positive
@ivymural9201,i'm in love with this music video 😭Bring me back,96,2025-10-07T21:15:19Z,positive
@Everkevinu,This song gives me those 2000’s and 2010’s vibes. Such a masterpiece,61,2025-10-27T21:01:32Z,neutral
@omar__17,"No sé que me pasó, yo soy un macho alfa y me gusta esta canción",4,2025-11-07T19:44:40Z,neutral
@polychrome01,1:13 OBSESSED with this choreography... it's so satisfying 😩🤌,104,2025-10-07T10:01:30Z,neutral
@wallacetorrieri6435,people comlain that she can't dance and sing but nobody gives this type of fun and vibe. Taylor is great entertainer,56,2025-10-06T17:31:54Z,positive
@justheameyer5254,my new favorite on repeat can't get enough,69,2025-10-19T10:46:57Z,positive
@PoppyWarner-z6y,So calming to listen to before bed.,2,2025-11-07T18:40:43Z,neutral
@espreesso,"I swore I think I’ve listened to this song like 10000 times, it’s so addictive, I mean this  you saved me from the fate of Ophelia.",57,2025-10-25T05:43:03Z,negative
@jenniferhately2423,This is honestly the best music video I've ever seen in my whole life!,56,2025-10-06T15:00:46Z,positive
@mikey6538,"I am not an Ms Swift fan at all but but but this song has me hooked like a 16 year old.. damn, I am a 62-year-old, actually.. addictive and I blame my grandchildren, but I can not let them know I really like this song",227,2025-10-13T13:56:02Z,positive
@anetasawinska2879,I'll come back here in 2026 and see how many likes it will have,3,2025-11-08T12:25:16Z,positive
@SawmiChhakchhuak-nv6xo,Someone listening today??,5322,2025-10-24T13:14:48Z,neutral
@seiikaaa,I NEVER listen to Taylor’s songs but this one I can’t stop listening to 😍,59,2025-11-02T13:58:00Z,neutral
@raquelmoritzfilm,"Okayyyy, cinematic masterpiece. She can truly rock any look, any era. So dang talented. This video is an instant classic🎥",134,2025-10-23T19:27:48Z,positive
@robiny4457,Crazy how they danced to this without the actual song so it won’t leak lol,3,2025-11-08T02:12:25Z,positive
@christinkachelmann1707,Let’s face it: Swift+Martin+Shellback= Hit records.😀,84,2025-10-06T10:22:13Z,neutral
@Stewart-px8ow,"I  am not really a Taylor Swift fan, but ever since I saw part of the clip of this song on instagram I found it really catchy and it lead to me here.",60,2025-10-10T12:38:04Z,positive
@marciodesouza4377,"Wonderful song, one of the best of her career!",63,2025-11-03T16:03:11Z,positive
@JayMarkOloverio-t1y,Eyy! 106M views,5,2025-11-08T15:33:33Z,neutral
@chikweluadaora151,Taylor just made us proud … She just reminded us of who she is 🫠,51,2025-10-10T14:32:10Z,positive
@cirottos7288,Someone watches It today??,3658,2025-11-04T21:53:31Z,neutral
@polito-u7z,I adore this song more and more the more times I listen to it. Can't stop coming back here. This is one of my favourite Taylor's songs.,57,2025-10-09T20:53:12Z,positive
@nibalshapso397,This show is a piece of art,1,2025-11-08T06:29:26Z,neutral
@jnmks,come on guys let's get to 100M!!!,61,2025-11-03T14:34:54Z,neutral
@t_r_a_v_e_l_l_e_r,She literally played every word that she wrote in the song.😂👌🏻👌🏻❤️‍🔥❤️‍🔥,68,2025-10-06T04:46:07Z,neutral
@McBrideGoronariyo,Anyone here today ? I swear I listen to this song everyday such a banger 🔥,295,2025-10-27T20:26:11Z,negative
@BiancaRedhead-Trettenbrein,"I'm not a swiftie, BUT this video is the embodiment of perfection 😮",3,2025-11-07T13:47:27Z,neutral
@CaineRayBradbury1314,3:32 OMG she comes in through a door numbered 87❤❤,64,2025-10-09T20:06:55Z,neutral
@karlamay_,Her catching the ball at 03:30 😂 ain't she a cutie?????? ❤❤❤,77,2025-10-05T23:08:33Z,positive
@traditionalboy7836,"Finally 100M today 😎
From Bangladesh 🇧🇩",296,2025-11-05T03:26:37Z,neutral
@suziebacon,Lovin it!,3,2025-11-08T16:14:30Z,neutral
@sarahc7087,"Absolutely one of her best videos to date. Been obsessed since I saw it in the cinemas on Friday. The first big dance scene at 0:54 has been stuck in my head, as has the boat scene! I love how she brought back so many people from the eras tour for this video too 🥹",51,2025-10-05T23:08:43Z,positive
@gegeamally,1:45 seem like princess merida❤,197,2025-10-06T15:56:58Z,neutral
@patriciaemenpour1734,I just love her voice who agrees?,75,2025-10-26T14:08:53Z,positive
@CroissantsAreYum,I never really enjoyed taylor swift's music but this song is soooo addictive,4,2025-11-06T19:40:50Z,negative
@EricaCornelius-e9y,On 00:43 th Travis  kelse picture is on the mirror in the left back ground,154,2025-10-19T19:11:24Z,neutral
@Jackieu9m,"2:15 Ophelia drowning, meanwhile all the life guards",296,2025-10-06T04:22:34Z,neutral
@YtShorts-so8xe,0:20 Dit anyone notice that when you click the video progress bar there's a  door .oh Taylor 🤩🤩,107,2025-10-05T14:42:33Z,neutral
@SamanahRizvi-i2q,Anyone today?????,3,2025-11-08T12:43:54Z,neutral
@AmakaSokari,Anyone today????????,5415,2025-10-18T16:28:21Z,neutral
@brinaswiftie.4ever,She literally had no budget for this music video! It's incredible!!🎉,53,2025-10-06T14:31:37Z,neutral
@bitbit1443,Who here it today??💜,168,2025-10-19T07:38:12Z,neutral
@dianebrown2131,This has to be my all time favorite of Taylor Swift's videos.  Total perfection,1,2025-11-08T05:17:21Z,positive
@orltattered,"3:45 ""And an Oscar on their bathroom floor"" - Wi$h Li$t",302,2025-10-05T23:14:16Z,neutral
@devank-tyagi,0:24 sourdough debut!!!,177,2025-10-06T01:52:57Z,neutral
@TrieschT,Yesterday was 30M and now it's 48M how did that happen,70,2025-10-10T18:22:20Z,neutral
@veronicaisi6151,Masterpiece ❤️‍🔥🔥❤️‍🔥,2,2025-11-07T09:51:20Z,neutral
@GigachadSnyder,3:29 is for Travis ❤❤,53,2025-10-07T22:17:09Z,neutral
@bitbit1443,Someone today??,2461,2025-10-17T21:26:19Z,neutral
@SophieWilliams-h8m,0:37 That outfit is amazing,66,2025-10-23T16:34:55Z,positive
@redskaya,"Not a fan, but thiss crazee, such a magical",4,2025-11-08T10:16:25Z,positive
@bitbit1443,Someone here today???,3595,2025-10-26T12:18:53Z,neutral
@ErinRodgers-h9g,I love it how the football just slided in there,61,2025-10-14T15:12:36Z,positive
@vron.kate123,FIRST MINUTE GANG 1:22,71,2025-10-05T23:01:43Z,positive
@Speks_YT,I'm not a fan of taylor but this song is getting me addicted ❤😅,1,2025-11-08T03:59:10Z,negative
@sj.123,Someone listening today?,69,2025-10-25T12:26:53Z,neutral
@mckinley-lv2bn,1:42 jan found his ladder again,125,2025-10-05T23:49:00Z,neutral
@kellicady7932,At 1:08 she looks like the mom from spy×family,575,2025-10-06T01:52:25Z,neutral
@lisaannphillips,"Favorite Taylor Swift video, hands down!!!",3,2025-11-08T00:33:32Z,positive
@SwrDes,1:37 entering her she got a wig era i see,50,2025-10-05T23:23:59Z,neutral
@laynz.y,WATCHING this SMASH HIT over and over again I'm obsessed,92,2025-10-09T16:08:45Z,negative
@EliasTheGreat715,0:35 Marilyn Monroe cameo,583,2025-10-05T23:39:18Z,neutral
@VxxNunuxvv,"Even though i dislike Taylor, I cant lie, this song is amazing",2,2025-11-07T14:06:09Z,positive
@icanthaveyouaroundmeanymore,0:30 KAMM!!!!!!,73,2025-10-05T23:11:02Z,neutral
@xiamthekayleex,1:51 she looks like chapel roan lol,57,2025-10-06T03:49:37Z,positive
@bitbit1443,Every time someone likes my comment i watch this video again>>>>🧡,434,2025-10-26T12:18:36Z,neutral
@cxcfghj,Amazing 😍,2,2025-11-07T09:49:59Z,positive
@deHaas2011,I love that all the dancers are at a healthy weight!,2,2025-11-07T18:14:50Z,positive
@ryansiddiqui3665,"omg my queen, im so proud of you!!!!!!!!

you SLAYED SOOOOOO hard here, im in tears.

#feminism#hatemen#im6""3#hateperiods#womenrights",4,2025-11-07T18:57:18Z,positive
@rain-m9y,"Ophelia's Hamlet looks a lot like JV from Denver ""Nuggets""🤩",2,2025-11-08T16:11:36Z,neutral
